"","white","wage","Dany","Dmult","maemp","scht","qmab","qmab2","qvab","qvab2","paed_u","maed_u","agepa","agema","sib_u","wagebin"
"918",1,1.80505551421084,1,"O/eq",0,1,4,3,3,3,9,9,44,40,1,1
"919",1,2.27187806158326,1,"O/eq",1,1,1,2,2,1,9,9,45,43,0,0
"920",1,1.18145522964187,1,">=A/eq",1,5,5,5,2,2,9,10,48,49,2,0
"921",1,2.54889220255427,1,">=A/eq",1,1,5,5,5,5,11,12,53,49,1,1
"922",1,1.87720441562124,1,"O/eq",1,3,5,5,5,5,9,11,42,38,2,0
"923",1,1.50489871529862,0,"None",0,1,3,2,3,2,0,0,41,38,2,0
"924",1,2.11968203191645,1,">=A/eq",1,1,4,4,5,5,11,10,40,37,1,0
"925",1,2.15402856539004,1,">=A/eq",1,1,5,5,4,4,9,9,48,46,1,0
"926",1,1.3887595445849,0,"None",1,1,2,1,1,1,8,9,47,54,2,0
"927",1,1.79672914603725,1,"O/eq",0,2,3,3,2,2,9,9,56,49,2,0
"928",1,2.11479800287634,0,"None",1,1,3,2,4,4,9,9,45,44,3,0
"929",1,1.90730435657315,1,">=A/eq",0,1,4,5,5,5,9,9,46,45,1,0
"930",1,1.96116786822676,1,">=A/eq",0,1,5,5,3,4,0,0,38,36,0,0
"931",1,2.17689660866745,1,"O/eq",1,1,5,3,5,3,9,9,40,41,2,1
"932",1,1.69373012077994,1,"O/eq",1,1,2,2,4,2,9,9,44,46,5,0
"933",1,2.22246035165154,0,"None",1,1,1,1,2,1,9,10,47,44,4,0
"934",1,1.34879605029709,0,"None",0,1,2,2,1,1,9,9,41,40,0,0
"935",1,2.13502998347394,0,"O/eq",0,2,2,3,3,3,0,0,46,46,0,0
"936",1,2.06582930707373,0,">=A/eq",1,1,2,3,3,3,9,9,40,39,1,1
"937",1,2.06599596771412,0,">=A/eq",1,1,1,2,2,1,9,9,44,43,1,0
"938",1,1.47608696389943,1,"O/eq",1,1,4,2,3,4,9,9,54,47,3,0
"939",1,2.85721625736915,0,"None",0,1,3,2,3,3,9,9,43,42,4,1
"940",1,1.42156978137791,0,"None",0,1,1,2,1,1,9,9,58,51,0,0
"941",1,2.17986015067435,1,">=A/eq",1,1,4,5,5,5,9,9,53,45,0,1
"942",1,2.2821037392132,1,">=A/eq",0,1,4,4,4,2,11,9,55,49,3,0
"943",1,2.16236239671707,1,">=A/eq",1,1,3,4,5,3,15,11,48,50,1,1
"944",1,2.05193894496188,0,">=A/eq",0,1,4,2,1,2,11,12,51,42,2,0
"945",1,2.31676226528361,1,">=A/eq",1,1,3,4,4,4,9,9,48,43,1,1
"946",1,1.99140192288905,1,">=A/eq",0,3,5,5,5,5,0,0,50,52,0,0
"947",1,1.88906820793636,1,"O/eq",1,1,1,1,1,1,9,9,62,57,5,0
"948",1,1.67099515511654,1,"O/eq",1,2,1,2,3,4,9,10,44,40,0,0
"949",1,1.37561162002384,1,">=A/eq",1,1,5,5,5,5,11,11,52,45,2,0
"950",1,1.58841427601874,1,">=A/eq",1,4,5,5,2,5,10,10,45,42,3,0
"951",1,1.31061131809838,1,"O/eq",0,1,1,4,1,1,9,9,45,49,1,0
"952",1,1.36958112381399,1,">=A/eq",1,5,2,5,1,2,11,9,47,43,2,0
"953",1,1.87560297851451,0,"None",0,1,1,3,1,4,0,0,36,34,0,0
"954",1,1.96063144342043,0,">=A/eq",0,1,1,3,3,1,9,9,41,39,0,0
"955",1,2.67395812901668,1,"O/eq",1,1,3,3,3,4,9,9,44,45,1,1
"956",1,1.89166365074925,1,">=A/eq",1,1,5,4,5,5,9,12,62,56,5,1
"957",1,2.2505255122669,1,">=A/eq",0,3,3,2,2,2,0,0,36,35,0,0
"958",1,2.88116670167073,0,"None",0,2,3,2,3,2,9,9,49,44,0,1
"959",1,1.60762824350968,0,"None",0,1,4,2,3,3,9,9,44,44,1,0
"960",1,1.15558316279203,0,"O/eq",1,1,2,2,1,2,9,9,49,47,4,0
"961",1,2.8871563214343,1,"O/eq",0,1,5,5,3,4,12,12,52,45,1,1
"962",1,2.55586884915829,0,"None",1,2,3,1,1,2,9,9,46,40,1,1
"963",1,2.04700594884343,1,"O/eq",1,1,5,2,3,1,10,10,41,36,2,0
"964",1,2.36512916604989,1,">=A/eq",0,1,4,4,4,4,0,0,49,49,0,1
"965",1,2.44780223839916,1,">=A/eq",1,1,2,2,1,1,9,10,40,39,1,1
"966",1,2.05574241583235,1,"O/eq",1,1,1,3,1,1,9,10,47,36,2,0
"967",1,2.99036444583907,1,"O/eq",0,1,2,5,4,5,18,10,43,36,2,1
"968",1,1.8902362016961,1,">=A/eq",1,1,4,5,3,4,9,10,42,39,1,0
"969",1,1.44949496048503,1,">=A/eq",1,1,3,5,5,5,18,17,47,48,2,0
"970",1,2.95264218538068,1,">=A/eq",0,4,5,5,5,5,18,11,45,46,3,1
"971",1,1.73120031505823,1,">=A/eq",1,1,1,2,2,2,9,9,45,46,2,1
"972",1,1.62890584208071,0,"None",0,1,5,2,5,2,0,0,39,34,0,0
"973",1,1.47060567024164,0,"O/eq",1,1,1,1,5,3,9,9,45,44,4,0
"974",1,1.88881046720781,1,">=A/eq",1,1,5,3,3,3,9,11,45,41,3,0
"975",1,2.14154836116359,1,">=A/eq",1,2,2,2,2,1,9,9,47,47,2,0
"976",1,2.33666712348349,1,">=A/eq",0,1,2,3,3,4,11,8,48,39,1,1
"977",0,1.37689124839381,0,"None",0,1,1,1,2,1,9,10,47,44,3,0
"978",1,2.04634742694906,0,"O/eq",1,2,3,5,4,5,9,9,43,44,0,0
"979",1,1.41879985807464,1,"O/eq",0,1,5,4,4,5,0,0,58,57,0,0
"980",1,1.47744802990928,0,"None",1,1,4,4,4,3,9,9,53,53,1,0
"981",1,2.09033189387992,0,"None",1,2,4,4,4,4,11,10,38,39,1,1
"982",1,2.66197054600343,1,">=A/eq",0,4,4,5,5,4,10,9,39,38,0,1
"983",1,2.61594622838311,1,"O/eq",1,2,5,3,4,3,9,10,39,39,1,1
"984",1,1.89205626235343,0,"None",1,1,1,4,1,1,10,9,49,43,1,1
"985",1,1.45674865134061,0,"None",0,2,3,1,2,1,10,10,45,41,0,0
"986",1,2.06977261276916,1,">=A/eq",0,3,5,5,5,5,9,11,52,51,0,1
"987",1,1.80452089826576,1,"O/eq",0,1,4,5,4,5,9,9,41,43,0,0
"988",1,2.63120239297859,1,">=A/eq",0,4,5,5,4,5,9,10,41,39,2,1
"989",1,2.43481100490317,0,">=A/eq",0,2,4,2,2,4,9,9,42,41,7,1
"990",1,1.8582369608339,0,">=A/eq",0,2,4,5,3,5,10,11,38,37,2,0
"991",1,2.34193999064155,0,">=A/eq",1,2,5,3,4,4,9,9,47,47,2,0
"992",1,2.4103134397883,0,"None",0,1,4,4,3,3,7,9,55,53,0,0
"993",1,2.71825921698474,0,"None",0,2,3,1,2,2,9,9,53,52,3,1
"994",1,2.32070536934771,1,">=A/eq",1,1,4,4,4,3,9,10,40,38,3,1
"995",1,1.71108111180365,1,">=A/eq",1,5,3,5,5,4,9,9,49,45,3,1
"996",1,2.1375602055341,0,"None",1,2,2,1,1,1,9,9,41,41,1,0
"997",1,2.3896834612824,1,"O/eq",1,1,2,2,1,1,9,9,53,52,3,1
"998",1,1.9218887607567,1,">=A/eq",0,1,5,3,3,2,9,9,46,45,1,0
"999",1,2.23555266601034,0,"None",0,2,2,1,1,1,9,9,44,45,4,0
"1000",1,2.68031839211471,1,">=A/eq",1,3,5,3,5,4,9,12,42,39,1,1
"1001",1,2.07447280641645,1,">=A/eq",1,1,2,1,5,2,9,9,44,42,1,1
"1002",1,1.96507206233218,0,"None",0,1,2,5,4,5,0,0,47,49,0,0
"1003",1,1.87642190046609,0,"None",0,2,2,2,2,2,0,0,53,54,1,0
"1004",1,1.26946591748856,1,">=A/eq",0,1,5,2,5,4,0,0,40,41,0,0
"1005",1,1.67777664866299,0,"None",0,1,4,2,2,2,9,9,47,46,7,0
"1006",1,1.51054932386615,1,">=A/eq",0,3,5,5,5,5,9,9,43,43,3,0
"1007",1,1.5506748331245,1,"O/eq",0,1,2,3,5,2,0,0,55,47,0,0
"1008",1,3.17401775857433,1,">=A/eq",1,3,1,4,2,3,10,9,48,44,1,1
"1009",1,1.53137325053104,1,"O/eq",1,1,2,1,2,1,9,9,42,43,1,0
"1010",1,1.515793598257,0,">=A/eq",1,1,4,2,3,1,11,9,56,50,3,0
"1011",1,1.6401905992534,0,">=A/eq",0,1,2,2,3,2,11,10,43,42,2,0
"1012",1,1.69366360129788,0,"None",1,1,2,1,3,1,7,10,41,36,5,0
"1013",1,2.61681951256469,0,"None",1,2,1,2,2,2,9,9,46,47,1,1
"1014",1,1.68626158125698,0,"None",1,1,4,3,5,5,10,10,45,35,3,0
"1015",1,3.12292011873797,1,">=A/eq",0,1,1,5,5,5,0,0,45,42,0,1
"1016",1,2.43595281871967,1,"O/eq",1,5,3,2,5,4,9,9,40,38,3,0
"1017",1,2.06427784007974,1,">=A/eq",1,1,2,4,4,4,13,10,43,40,1,1
"1018",0,0.880226060748103,0,"None",1,1,2,2,2,1,10,10,44,37,5,0
"1019",1,1.79128489736467,0,"None",1,2,1,2,1,2,9,10,47,39,1,1
"1020",1,1.5408010808751,0,"None",0,1,1,3,1,2,10,9,48,45,0,0
"1021",1,1.71900583314709,1,"O/eq",1,5,1,3,2,4,9,10,44,36,2,0
"1022",1,2.21303174947388,1,">=A/eq",0,1,5,5,4,5,9,9,45,44,1,0
"1023",1,1.1215127017349,0,"None",0,1,2,2,2,1,9,9,63,55,3,0
"1024",1,1.9231714666821,1,">=A/eq",1,3,3,5,5,5,9,9,46,44,2,0
"1025",1,1.35898508853279,1,"O/eq",1,1,5,4,3,3,9,9,44,42,2,0
"1026",1,2.11658726329915,0,"O/eq",1,5,5,3,5,3,10,10,42,38,4,1
"1027",1,1.94868867797777,0,"None",0,3,3,5,3,5,9,9,38,35,0,0
"1028",0,1.71016592462547,1,"O/eq",1,1,2,2,2,1,9,9,49,43,1,0
"1029",1,1.53052539681085,0,"None",0,1,1,3,4,3,0,0,58,56,0,0
"1030",1,2.17148162121884,1,">=A/eq",1,1,4,3,2,4,12,13,45,44,1,1
"1031",1,2.54926547291688,0,"O/eq",1,1,3,3,1,3,9,9,43,39,1,0
"1032",0,2.61700207437388,1,">=A/eq",1,1,5,5,3,5,9,9,53,52,1,1
"1033",1,2.25134777999483,1,">=A/eq",0,4,5,5,4,5,0,0,53,52,0,1
"1034",1,2.1372754718177,1,">=A/eq",0,3,4,4,4,5,10,8,48,45,0,1
"1035",1,2.05101997987367,0,"None",1,1,3,4,5,4,13,9,52,43,3,0
"1036",1,2.18708346202039,1,"O/eq",0,1,2,3,2,2,9,10,41,39,3,1
"1037",1,1.51453641196713,1,"O/eq",0,1,4,5,2,5,9,9,41,41,2,0
"1038",1,2.16469115461223,0,"None",0,1,5,2,5,1,0,0,39,38,0,1
"1039",1,1.72071827761829,1,">=A/eq",0,2,2,3,2,2,0,0,45,42,0,0
"1040",1,1.80454269121401,0,"None",0,1,3,3,1,1,9,9,58,48,3,0
"1041",1,1.71257027541287,0,"None",1,1,3,1,1,1,9,10,40,36,4,0
"1042",1,1.54161460092292,1,"O/eq",0,1,5,5,2,3,0,0,51,50,0,0
"1043",1,1.6478360905312,1,"O/eq",0,1,3,3,4,3,10,11,38,37,3,0
"1044",1,1.92116906773299,1,">=A/eq",0,1,3,3,2,3,0,0,50,52,0,1
"1045",1,1.58567079040222,0,"None",1,1,2,1,1,1,9,9,42,42,3,0
"1046",1,2.55431731045246,0,"None",1,1,4,2,2,1,10,10,33,33,1,1
"1047",1,1.91409703250975,0,"O/eq",0,1,3,3,1,1,0,0,49,46,0,0
"1048",1,2.78781923791394,1,">=A/eq",1,1,4,2,4,2,9,11,43,36,1,1
"1049",1,2.55492527852767,1,">=A/eq",0,4,2,5,3,5,11,12,45,40,0,1
"1050",1,2.5922088404186,1,">=A/eq",1,1,5,3,3,4,9,9,50,51,3,1
"1051",1,0.97406192542985,0,"None",0,1,5,2,3,2,8,11,45,42,2,0
"1052",1,2.6735021607019,1,">=A/eq",0,3,5,5,5,5,9,10,56,49,0,1
"1053",1,1.30689144344069,0,">=A/eq",1,1,4,2,4,4,9,9,49,48,2,0
"1054",1,1.98528878577053,0,"None",1,3,3,2,5,3,9,9,48,44,1,0
"1055",1,1.93394507654011,0,">=A/eq",1,1,5,2,4,2,10,10,39,37,3,1
"1056",1,2.43225446366705,1,">=A/eq",0,1,5,5,3,5,9,9,48,39,3,1
"1057",1,2.19500337122008,1,"O/eq",0,2,1,1,1,1,12,12,57,55,4,0
"1058",1,1.96871232031845,0,"None",0,2,5,2,4,2,12,10,49,37,0,0
"1059",1,2.08889035112225,1,">=A/eq",0,1,4,4,4,3,18,13,41,36,2,1
"1060",1,1.79252523207106,0,">=A/eq",0,2,1,1,1,1,0,0,37,31,0,0
"1061",1,2.03527435706928,0,"None",1,2,4,2,2,1,9,9,57,54,3,0
"1062",1,1.86606486141682,1,">=A/eq",0,1,2,2,1,2,10,10,34,34,2,1
"1063",1,1.64280231972225,1,">=A/eq",1,1,4,5,4,4,9,11,45,44,2,0
"1064",1,2.09106429270468,1,">=A/eq",1,3,4,3,5,3,10,10,36,34,1,1
"1065",1,2.2149507526774,1,">=A/eq",1,4,2,4,3,5,11,9,52,54,2,1
"1066",1,2.53848352236673,1,">=A/eq",1,2,1,4,2,3,9,9,46,43,1,1
"1067",1,0.355633567087352,0,"None",1,2,2,2,3,2,9,10,41,39,2,0
"1068",1,1.77493696031161,1,">=A/eq",1,3,5,5,4,5,9,10,43,36,3,0
"1069",1,2.22273617540486,1,">=A/eq",0,1,3,4,5,4,17,17,61,60,3,1
"1070",1,2.87130259373225,1,">=A/eq",1,2,5,5,3,4,9,9,51,44,1,1
"1071",1,2.07229092880152,0,">=A/eq",1,1,3,4,2,3,9,9,46,50,4,1
"1072",1,2.10573483374901,1,">=A/eq",0,2,5,2,3,3,9,9,49,45,2,0
"1073",1,2.74659580923617,1,"O/eq",1,2,3,3,4,3,11,9,47,45,1,1
"1074",1,0.930698947981004,0,"None",0,1,1,1,1,1,11,10,57,52,0,0
"1075",1,2.3911655654665,1,">=A/eq",1,5,2,5,5,5,9,10,44,39,2,1
"1076",1,2.58485608943738,0,">=A/eq",0,1,4,2,4,3,9,9,54,51,0,1
"1077",1,1.2642812775448,1,"O/eq",0,2,2,1,1,1,9,9,48,46,1,0
"1078",1,2.19344566343352,1,">=A/eq",1,1,4,5,5,5,11,10,41,37,1,0
"1079",1,1.99304659618065,1,"O/eq",1,2,1,3,2,2,9,9,45,45,3,0
"1080",1,2.56996207055636,1,"O/eq",0,1,4,4,3,3,9,10,47,38,2,1
"1081",1,2.02186029916629,1,">=A/eq",1,3,5,5,5,5,11,11,55,44,1,1
"1082",1,1.24122179555707,1,"O/eq",1,3,3,5,3,5,9,9,47,44,1,0
"1083",1,1.59015623712912,1,"O/eq",1,1,3,5,2,5,10,10,39,35,1,0
"1084",1,1.99359067878685,0,"None",1,1,5,5,5,3,9,10,42,37,5,0
"1085",1,1.78274419065565,0,"None",1,2,5,3,2,3,11,11,49,42,5,1
"1086",1,1.8870302864816,0,">=A/eq",1,2,5,2,3,2,9,10,40,38,2,0
"1087",1,2.6073105041869,1,">=A/eq",1,2,3,4,3,4,9,9,53,49,4,1
"1088",1,1.86423230450601,0,">=A/eq",1,1,2,3,3,4,9,12,63,53,5,0
"1089",1,2.5057689785026,1,"O/eq",1,3,5,5,4,5,9,11,46,49,4,1
"1090",1,2.34397206595168,0,"None",1,1,4,4,3,3,9,10,43,37,6,1
"1091",1,2.09623615420424,1,">=A/eq",0,5,2,5,5,5,0,0,41,38,0,0
"1092",1,2.39340285072103,1,">=A/eq",1,3,5,5,4,5,10,9,47,44,2,1
"1093",1,1.91226397873834,0,"None",1,2,3,2,2,2,11,10,56,56,3,0
"1094",1,2.46159728290513,0,">=A/eq",0,1,5,4,1,2,0,0,58,58,2,1
"1095",1,1.79368777922354,1,"O/eq",0,1,1,3,1,3,9,9,42,38,1,0
"1096",1,2.91099792858586,0,">=A/eq",1,2,3,5,4,4,10,10,48,44,2,1
"1097",1,2.22366406512447,0,">=A/eq",0,2,5,3,2,2,0,0,42,36,0,0
"1098",1,2.41617075563408,1,">=A/eq",1,3,4,4,4,4,10,9,48,44,1,0
"1099",1,2.25207728007808,0,">=A/eq",1,2,1,1,3,3,9,10,50,34,1,0
"1100",1,1.64096789550967,1,">=A/eq",1,2,3,2,4,3,11,10,45,40,2,0
"1101",1,1.65328303701244,1,">=A/eq",0,1,3,5,5,5,0,0,41,41,0,0
"1102",1,2.67182701081038,1,"O/eq",1,3,4,3,5,3,9,10,50,39,1,1
"1103",1,1.51323031098582,1,"O/eq",1,1,5,4,3,3,9,9,53,44,4,0
"1104",1,2.65580154350028,1,">=A/eq",0,3,5,5,5,4,0,0,50,52,0,1
"1105",1,1.31583659420721,0,"None",1,1,2,2,1,1,9,10,49,38,9,0
"1106",1,2.23284477740526,1,">=A/eq",0,4,4,3,4,3,13,11,44,46,1,1
"1107",1,1.76849174615927,0,"None",0,1,2,1,1,1,0,0,33,32,0,0
"1108",1,2.57379387831315,0,">=A/eq",0,1,2,4,3,5,9,10,49,38,2,1
"1109",1,2.14499329752289,0,"None",1,1,2,3,1,4,9,9,47,45,3,1
"1110",1,2.04837973322719,0,">=A/eq",1,1,5,5,2,3,9,9,46,45,3,0
"1111",1,1.61607854277827,1,">=A/eq",1,1,2,1,2,1,9,10,42,41,1,0
"1112",1,1.32844438962639,0,"None",0,2,2,2,1,1,9,9,41,41,5,0
"1113",1,1.49322343920358,0,"O/eq",0,3,2,4,4,4,9,9,53,48,1,0
"1114",1,1.58743076748214,1,"O/eq",1,2,4,4,3,3,10,10,37,36,1,0
"1115",1,2.83693071315065,1,">=A/eq",0,3,5,5,5,5,12,9,42,43,2,1
"1116",1,1.89217340573669,0,"None",1,3,3,2,4,4,9,10,43,36,0,1
"1117",1,2.1754270538222,0,"None",0,2,1,2,1,1,13,13,47,45,2,0
"1118",1,1.31239611608907,0,"None",0,1,5,4,3,4,9,8,48,41,0,0
"1119",1,1.5758298097644,0,"None",1,1,4,3,3,2,10,10,38,38,4,0
"1120",1,2.4486934626475,1,">=A/eq",1,4,4,3,4,5,17,15,42,41,0,1
"1121",1,2.53041752497665,1,">=A/eq",1,3,5,5,5,5,8,9,51,43,5,1
"1122",1,1.72146686841734,1,"O/eq",0,2,2,4,2,2,0,0,41,40,0,0
"1123",1,3.04717559576966,1,">=A/eq",1,1,5,5,5,4,11,9,51,45,1,1
"1124",1,1.92196038132533,0,">=A/eq",0,2,4,4,3,4,9,9,43,38,0,1
"1125",1,2.22272273665294,1,"O/eq",0,3,4,5,3,5,12,10,58,58,3,0
"1126",1,2.13461430440657,1,">=A/eq",0,1,2,4,5,4,9,9,37,38,0,1
"1127",1,2.2511365020182,0,"None",0,2,3,1,1,2,8,9,48,42,1,0
"1128",1,1.95016551832669,1,">=A/eq",1,3,4,3,5,4,10,10,50,48,0,1
"1129",1,2.13712683226914,0,">=A/eq",0,2,2,3,3,1,9,9,44,42,4,1
"1130",1,2.47054436570034,0,"None",0,1,2,1,2,3,0,0,45,39,0,1
"1131",1,0.958013745723294,0,"None",1,1,1,1,1,1,9,9,60,48,2,0
"1132",1,1.0430898880586,0,"None",0,1,3,1,4,1,9,9,43,41,0,0
"1133",1,2.30914842314087,0,"None",0,2,3,2,1,1,9,9,56,52,0,0
"1134",1,1.74406533339061,0,"None",0,2,3,1,1,1,0,0,44,36,0,0
"1135",1,2.00860421475955,1,"O/eq",0,3,3,5,4,5,9,9,47,42,2,0
"1136",1,2.07466784934513,0,"O/eq",1,1,2,4,3,3,9,9,48,41,4,1
"1137",1,2.22143872035667,0,">=A/eq",1,1,3,2,4,3,9,12,43,40,1,1
"1138",1,1.15696174628101,0,"None",0,5,4,2,3,2,11,9,52,58,9,0
"1139",1,1.37476535467431,0,">=A/eq",1,1,3,3,5,3,9,10,43,41,1,0
"1140",1,2.60846172249876,1,"O/eq",0,3,4,5,5,5,9,9,45,44,1,1
"1141",1,1.92920657177455,1,">=A/eq",0,1,2,4,3,4,9,9,37,39,0,0
"1142",1,2.19761536433362,1,">=A/eq",1,1,3,5,5,5,9,9,45,46,1,1
"1143",1,1.77896335092373,1,"O/eq",0,2,4,3,3,4,9,9,54,48,0,0
"1144",1,1.25375040271319,1,"O/eq",0,1,4,3,5,3,0,0,54,50,0,0
"1145",1,2.60263210674747,1,">=A/eq",1,2,4,4,2,2,9,9,47,41,2,1
"1146",1,2.32351987622678,1,">=A/eq",1,1,4,4,5,4,17,10,38,35,0,1
"1147",1,1.39803131856024,1,"O/eq",1,1,5,4,5,3,9,9,45,45,2,0
"1148",1,2.07700789556839,0,">=A/eq",0,1,3,1,1,1,9,9,46,38,3,0
"1149",1,2.37156305112876,1,">=A/eq",0,3,1,2,1,4,0,0,49,44,0,1
"1150",0,2.71003457601182,1,"O/eq",1,2,2,4,3,4,11,11,45,41,3,1
"1151",1,1.57801862643101,0,"None",1,2,3,3,2,5,10,10,38,37,1,0
"1152",1,1.65397889818996,1,">=A/eq",1,3,3,5,4,5,11,10,42,42,0,0
"1153",1,1.45959829981439,0,"None",1,1,2,2,1,1,10,9,56,49,4,0
"1154",1,2.23406351869926,1,">=A/eq",1,1,5,5,5,5,9,9,53,45,1,1
"1155",1,2.6930496704299,1,">=A/eq",1,1,5,5,5,5,12,11,56,49,2,1
"1156",1,1.32505438895896,0,"None",0,1,2,2,3,3,9,10,55,49,0,0
"1157",1,2.35076553374529,1,">=A/eq",1,1,5,5,4,4,9,9,43,42,0,1
"1158",1,1.77006052737125,1,"O/eq",1,1,2,3,1,3,10,10,49,44,0,0
"1159",1,2.15903536463157,1,">=A/eq",1,1,2,4,5,4,9,9,46,43,1,1
"1160",1,1.9199791511055,0,"None",0,2,3,2,1,1,0,0,40,38,0,1
"1161",1,2.41794083220884,1,">=A/eq",0,2,1,3,2,2,10,10,39,37,6,1
"1162",1,2.54180390550755,1,">=A/eq",0,1,2,3,2,2,9,9,55,55,1,1
"1163",1,2.1265802597627,0,"None",1,1,5,3,2,2,13,10,41,37,2,0
"1164",1,2.02415700838901,1,">=A/eq",0,1,3,3,2,3,0,0,58,53,0,1
"1165",1,1.47240618662909,0,">=A/eq",0,2,3,3,2,2,9,9,50,51,0,0
"1166",1,2.42138338461518,0,"None",1,2,3,1,1,1,11,10,36,33,1,0
"1167",1,2.63464445387944,1,">=A/eq",0,2,3,5,3,5,11,11,46,45,2,1
"1168",1,2.00665465462952,1,"O/eq",0,2,4,1,1,1,18,11,54,46,0,1
"1169",1,2.43478481238708,1,">=A/eq",1,2,2,4,2,2,11,15,45,47,1,1
"1170",1,2.37159562529996,1,">=A/eq",0,4,5,2,3,3,0,0,55,57,0,1
"1171",1,2.61463748081587,1,">=A/eq",1,3,5,5,4,5,11,10,43,42,1,1
"1172",1,1.71557413972914,1,">=A/eq",1,3,5,5,4,5,15,15,45,47,1,1
"1173",1,2.33541822014377,0,">=A/eq",1,2,2,3,4,4,9,9,62,59,1,0
"1174",1,2.69261998240836,0,"None",1,1,3,4,3,3,9,11,50,45,0,1
"1175",1,1.37975116074085,0,">=A/eq",0,1,2,1,2,1,9,9,39,41,0,0
"1176",1,2.04668382927775,1,"O/eq",0,1,4,3,3,5,11,12,42,39,3,1
"1177",1,1.28564049908891,0,"None",0,2,2,1,1,1,9,9,47,43,0,0
"1178",1,2.14677551831119,0,"None",1,2,1,2,1,1,9,9,47,39,3,0
"1179",1,1.36717202374712,0,"None",0,2,1,1,2,2,0,0,57,47,1,0
"1180",1,1.71156937815249,0,"None",1,1,2,2,2,2,9,10,47,43,1,0
"1181",1,1.1558463757392,1,"O/eq",1,2,2,1,4,2,9,9,49,47,4,0
"1182",1,1.75480311340652,0,"None",1,1,2,1,2,1,10,10,38,40,2,1
"1183",1,1.93300033546984,1,">=A/eq",0,1,5,4,4,3,0,0,44,43,0,0
"1184",1,1.89788463246078,0,"None",0,5,5,3,4,4,0,0,51,47,2,0
"1185",1,1.78737806063145,0,"None",0,1,2,2,1,3,9,8,50,50,3,0
"1186",1,1.97665789932944,0,"None",0,1,1,1,1,1,0,0,42,39,0,0
"1187",0,2.3468821530696,0,"None",1,2,2,2,3,2,9,9,51,54,4,1
"1188",1,1.83412994258105,1,">=A/eq",1,3,5,3,5,5,10,10,43,42,1,0
"1189",0,1.91982014430687,1,">=A/eq",0,2,3,2,1,2,9,10,39,39,4,0
"1190",0,2.42811613460072,0,"O/eq",1,2,4,1,1,1,9,10,44,37,1,1
"1191",1,1.84558159951121,1,"O/eq",1,2,3,5,3,4,17,15,44,43,3,1
"1192",1,2.35070494236425,1,">=A/eq",0,1,4,2,3,1,0,0,41,36,0,1
"1193",1,1.61138080013916,1,"O/eq",1,1,2,2,1,3,9,13,44,38,1,0
"1194",1,1.72247324930503,1,"O/eq",0,2,3,5,1,4,9,9,47,48,0,0
"1195",1,2.0759726469405,1,">=A/eq",1,1,3,1,2,3,9,10,42,40,1,0
"1196",1,2.20105659076944,0,"None",1,1,1,2,2,1,9,9,49,48,1,0
"1197",1,2.02723539038561,1,">=A/eq",1,2,5,3,1,2,9,10,46,39,0,0
"1198",1,2.44863347639329,1,">=A/eq",1,1,4,3,4,3,10,8,38,41,2,0
"1199",1,2.23639141581952,1,">=A/eq",0,1,3,5,3,4,10,11,56,40,2,1
"1200",1,1.87370729004033,0,"None",0,1,2,1,2,1,0,0,44,44,0,0
"1201",1,1.77092745364643,1,"O/eq",0,5,1,1,1,1,11,10,59,56,0,0
"1202",1,1.90530330990442,1,">=A/eq",1,3,3,5,2,4,9,11,42,40,2,1
"1203",1,2.46826014504768,1,">=A/eq",0,2,2,5,3,4,9,10,41,38,1,1
"1204",1,1.49273500125855,0,"O/eq",0,1,1,3,3,2,10,10,49,49,2,0
"1205",1,1.25051765539684,0,"O/eq",1,1,2,2,4,3,9,9,48,43,1,0
"1206",1,2.01357254944742,1,">=A/eq",0,3,2,3,3,2,11,11,45,47,1,1
"1207",1,2.30902862898074,0,"None",1,2,3,1,4,2,11,11,38,36,4,1
"1208",1,1.01964674680494,1,"O/eq",1,3,5,5,5,5,11,9,43,43,0,0
"1209",1,1.46540627535432,1,">=A/eq",1,4,4,5,3,4,9,9,57,50,2,0
"1210",1,2.09407459036447,1,"O/eq",1,3,5,5,4,5,10,11,43,43,3,1
"1211",1,2.17524987808429,0,">=A/eq",0,1,1,4,2,2,10,10,35,35,2,1
"1212",1,1.84136496856809,1,"O/eq",0,3,5,5,4,5,10,10,40,40,2,1
"1213",1,1.03475893870928,1,">=A/eq",1,3,4,5,5,5,11,13,53,43,1,0
"1214",1,2.20061245094985,0,">=A/eq",0,2,3,2,2,2,0,0,41,41,3,1
"1215",1,1.9988158561755,1,">=A/eq",0,5,5,5,5,5,0,0,36,34,3,1
"1216",1,1.58523443178274,1,"O/eq",1,1,4,3,4,3,11,10,43,43,3,0
"1217",1,2.08876851224341,0,"None",0,1,2,1,2,2,9,9,51,47,1,0
"1218",1,2.57953296159394,1,">=A/eq",1,3,5,5,4,4,10,10,40,38,1,1
"1219",1,1.8531220338773,1,"O/eq",0,2,4,2,2,4,0,0,45,43,0,0
"1220",1,3.15868354169652,1,"O/eq",1,1,5,2,2,2,9,8,48,38,3,1
"1221",1,2.3124813621398,1,">=A/eq",1,3,2,5,2,4,9,10,42,34,1,1
"1222",1,2.0942741422914,0,"None",0,1,2,3,1,2,10,10,35,36,7,0
"1223",1,1.48941042763181,0,">=A/eq",1,1,2,4,2,4,9,10,46,40,1,0
"1224",1,2.06585437036119,0,"O/eq",0,1,2,1,1,1,10,10,39,35,5,0
